,smile,pld,name,npz
1095,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-].[Cu].[O-]C(=O)C1=CC=C([C]=C1)C1=C(C=C(C=[C]1)C(=O)[O-])N(=O)=O.[O-]C(=O)C1=CC=C([C]=C1)C1=[C]C=C(C=C1N(=O)=O)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1)C1=C(C=C(C=[C]1)C(=O)[O-])N(=O)=O.[O-]C(=O)C1=C[C]=C(C=C1)C1=[C]C=C(C=C1N(=O)=O)C(=O)[O-].[OH],4.27527,JUTCOS_clean,voxels_50/JUTCOS_clean-(id_9548).npz
1096,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-].[Ni].n1ccc(cc1)c1ccncc1,3.92758,WALKAY_clean,voxels_50/WALKAY_clean-(id_8489).npz
1097,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,8.24292,UMOKIS_clean,voxels_50/UMOKIS_clean-(id_13771).npz
1098,O=P(c1ccccc1)(c1ccccc1)c1ccc(cc1)c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1.[Co],3.35253,YOVXEO_clean,voxels_50/YOVXEO_clean-(id_11667).npz
1099,O=P1OO1.[O]P(=O)[O].[Zn],2.86,OFIWIK_charged,voxels_50/OFIWIK_charged-(id_15296).npz
1100,O=S(=O)=O.[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C=O.[Zn],7.60961,ic502254c_si_002_clean,voxels_50/ic502254c_si_002_clean-(id_6564).npz
1101,O=S1OO1.O=S1OO1.O=S1OO1.O=S1OO1.O=S1OO1.O=S1OO1.[Fe].[O]c1cc2c(cc1[O])c1cc([O])c(cc1c1c2cc([O])c(c1)[O])[O],3.2193,FUYCAF_clean,voxels_50/FUYCAF_clean-(id_13603).npz
1102,O=[C]C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])([O])[O].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.98419,FUTZIF_clean,voxels_50/FUTZIF_clean-(id_2862).npz
1103,O=c1c2cc3c(cc2c(=O)n1Cc1ccncc1)c(=O)n(c3=O)Cc1ccncc1.[Co],4.45129,OWEYOF_clean,voxels_50/OWEYOF_clean-(id_9490).npz
1104,O=c1c2cc3c(cc2c(=O)n1Cc1ccncc1)c(=O)n(c3=O)Cc1ccncc1.[Cu].[O-]C(=O)c1ccccc1C(=O)[O-],3.68508,TEWFUY_clean,voxels_50/TEWFUY_clean-(id_14115).npz
1108,O=c1c2cc3c(cc2c(=O)n1Cc1ccncc1)c(=O)n(c3=O)Cc1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn],3.72,CEZFIY_clean,voxels_50/CEZFIY_clean-(id_586).npz
1109,O=c1ccn(cc1)Cc1c(Cn2ccc(=O)cc2)c(Cn2ccc(=O)cc2)c(c(c1Cn1ccc(=O)cc1)Cn1ccc(=O)cc1)Cn1ccc(=O)cc1.[Co],4.07784,HUWSUN_clean,voxels_50/HUWSUN_clean-(id_12854).npz
1110,O=c1ccn(cc1)c1cccc(c1C(=O)[O-])C(=O)[O-].[Cd].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,6.07,KATDAM_clean,voxels_50/KATDAM_clean-(id_10958).npz
1111,OC(=O)C1=C(N=C([C]=C1c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1ccncc1)c1ccncc1.OC(=O)C1=C([C]=C(N=C1c1ccncc1)c1ccncc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co],4.85,QEBGEL_clean,voxels_50/QEBGEL_clean-(id_13755).npz
1112,OC(=O)C1=C(N=C([N]1)c1ccc2c(c1)cccc2)C(=O)[O-].[Cd].[O-]C(=O)C1=NC(=N[C]1C(=O)O)c1ccc2c(c1)cccc2,3.66,NIFTIH_clean,voxels_50/NIFTIH_clean-(id_3406).npz
1113,OC(=O)C1=C(N=C([N]1)c1ccncc1)C(=O)[O-].[O-]C(=O)C1=C(N=C([N]1)c1ccncc1)C(=O)O.[O-]C(=O)C1=NC(=N[C]1C(=O)O)c1ccncc1.[Zn],4.41,RUVMAX_clean,voxels_50/RUVMAX_clean-(id_2998).npz
1114,OC(=O)C1=NC(=N[C]1C(=O)[O-])c1ccncc1.[O-]C(=O)C1=C(N=C([N]1)c1ccncc1)C(=O)O.[Zn],3.70252,HOFSUS_clean,voxels_50/HOFSUS_clean-(id_10865).npz
1115,OC(=O)C1=NC(=N[C]1C(=O)[O-])c1ccncc1.[Zn],4.70003,IQEKOG_clean,voxels_50/IQEKOG_clean-(id_3503).npz
1116,OC(=O)C1=NC=N[C]1C(=O)[O-].[Cd].[O-]C(=O)C1=C([N]C=N1)C(=O)[O-],3.465675,UXEQOE_clean,voxels_50/UXEQOE_clean-(id_5063).npz
1118,OC(=O)C1=N[C]=N[C]1C(=O)O.OC(=O)C1=N[C]N=C1C(=O)O.[Cd],3.04978,PATLON_clean,voxels_50/PATLON_clean-(id_8147).npz
1119,OC(=O)c1c(cc(nc1c1ccncc1)c1ccncc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co],5.09,QEBGAH_clean,voxels_50/QEBGAH_clean-(id_7594).npz
1120,OC(=O)c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(cc1C(=O)O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.05596,AVETAY_clean,voxels_50/AVETAY_clean-(id_13488).npz
1121,OC(=O)c1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Ni].[OH].[O].[O]P(=O)([O])[O].[W],3.91,POBYAH_charged,voxels_50/POBYAH_charged-(id_10582).npz
1122,OC(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.57437,JUNBOL_clean,voxels_50/JUNBOL_clean-(id_11488).npz
1123,OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O.[O-]C(=O)C1[CH]C=C(C=C1)C1=C[CH]C(C=C1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.4809,DUHXIP_clean,voxels_50/DUHXIP_clean-(id_12185).npz
1124,OC(C(C(=O)[O-])O)C(=O)[O-].[Cu].n1ccc(cc1)C=Cc1ccncc1,2.68,CELKEL_clean,voxels_50/CELKEL_clean-(id_9301).npz
1125,OC(C(c1ccncc1)(O)O)(c1ccncc1)O.[Co].[N][N][N],3.58035,PECLEP_clean,voxels_50/PECLEP_clean-(id_11561).npz
1126,OC(c1ccccc1)C(=O)[O-].[Co].n1ccc(cc1)c1ccncc1,4.585012,TURFAP_clean,voxels_50/TURFAP_clean-(id_9913).npz
1131,OC1C(O)CC(CC1O)(O)C(=O)[O-].[Cu],3.86259,TUYNEI_clean,voxels_50/TUYNEI_clean-(id_11019).npz
1132,OC1C(O)CC(CC1O)(O)C(=O)[O-].[Na].[Ni],3.98,BORBEQ_clean,voxels_50/BORBEQ_clean-(id_6130).npz
1133,OCC(=O)CO.[CH2]O.[CH2]O.[Cd].n1ccncc1,2.66888,VALSIM_clean,voxels_50/VALSIM_clean-(id_11941).npz
1134,OCCOc1cc(c2ccncc2)c(cc1C1=C[CH][N]C=C1)OCCO.OCCOc1cc(c2ccncc2)c(cc1C1=C[CH][N][CH][CH]1)OCCO.[Cd].[O-]C(=O)c1nccnc1C(=O)[O-],5.12,MUJRIT_clean,voxels_50/MUJRIT_clean-(id_3725).npz
1135,ON1[CH]C=C(C=C1)C1=C[CH]N(C=C1)O.[Co].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],2.58009,JUSHAI_clean,voxels_50/JUSHAI_clean-(id_14570).npz
1136,ON1[CH]C=C(C=C1)C1=C[CH]N(C=C1)O.[Ni].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],2.56323,JUSHIQ_clean,voxels_50/JUSHIQ_clean-(id_14046).npz
1137,OO.OO.[OH].[Co].[OH].[OH],2.583445,OBENAL01_clean,voxels_50/OBENAL01_clean-(id_13317).npz
1139,OO.[Cd].[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-],5.00967,ASEKAM_clean,voxels_50/ASEKAM_clean-(id_3476).npz
1140,OP(=O)=O.[CH2]P(=O)([O])[O].[O]P(=O)(CCCCCP(=O)([O])[O])[O].[O]P([O])[O].[Zn],4.09464,VONDIN_clean,voxels_50/VONDIN_clean-(id_3742).npz
1141,OP(=O)=O.[Cu].[O]P(=O)(C12C3C4C2C2C1C3C1C3C4C4C2C1C34C12C[C]3C[C](C2)C[C](C1)C3)[O],4.96521,KEWJIG_clean,voxels_50/KEWJIG_clean-(id_4222).npz
1142,O[C][C]=[C][C]O.[Ni].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.67,HUYJOA_clean,voxels_50/HUYJOA_clean-(id_14183).npz
1275,Oc1cc(c(cc1P(=O)(O)[O])O)P(=O)(O)[O].[Zn],5.27,JIVFUQ_clean,voxels_50/JIVFUQ_clean-(id_4025).npz
1276,Oc1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c(O)cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-].[Zn],12.0129,TADWIG_manual,voxels_50/TADWIG_manual-(id_3163).npz
1277,Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd],4.38224,XINZEB_clean,voxels_50/XINZEB_clean-(id_415).npz
1278,Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,2.40262,TUKCUZ_clean,voxels_50/TUKCUZ_clean-(id_9749).npz
1279,Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co].[O]c1cc(cc(c1)C(=O)[O-])C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,2.86,EXIDEV_clean,voxels_50/EXIDEV_clean-(id_11706).npz
1280,Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,3.09,QUPHIT_clean,voxels_50/QUPHIT_clean-(id_7496).npz
1281,Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Mn],3.28005,ZOYKEF_clean,voxels_50/ZOYKEF_clean-(id_1315).npz
1282,Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,4.58648,JUYROM_clean,voxels_50/JUYROM_clean-(id_2084).npz
1283,Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Cd].[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-],3.27099,DITSIK_clean,voxels_50/DITSIK_clean-(id_6242).npz
1284,Oc1ccc2c(c1c1c(O)ccc3c1cccc3C(=O)[O-])cccc2C(=O)[O-].[Zn],2.95292,ULEPIM_clean,voxels_50/ULEPIM_clean-(id_3859).npz
1285,Oc1cccc(c1)C1=N[C](C(=N1)C(=O)[O-])C(=O)[O-].[Mn],4.0898,EXUHUC_clean,voxels_50/EXUHUC_clean-(id_13612).npz
1286,Oc1cccc(n1)P(=O)([O])[O].[Co].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,3.08,OFUDUQ_clean,voxels_50/OFUDUQ_clean-(id_7893).npz
1287,S=C1[CH]C=C(C=N1)C(=O)[O-].[Cd].[O]S(=O)(=O)[O],3.43,WEGDIX_charged,voxels_50/WEGDIX_charged-(id_14323).npz
1288,S=[C]1=NN=C(O1)c1ccncc1.[Cd],3.69,MEKDUC_clean,voxels_50/MEKDUC_clean-(id_2020).npz
1289,S=c1ccccn1CCn1ccccc1=S.[Ni],4.15007,GIVHIC_clean,voxels_50/GIVHIC_clean-(id_422).npz
1290,[Ag].[Ag][Ag].[C]#N.[Cd],2.59,YEGRAD_clean_h,voxels_50/YEGRAD_clean_h-(id_4692).npz
1291,[Ag].[Ag][Ag].[C]#N.[Cu],2.87757,TIYZEG_clean,voxels_50/TIYZEG_clean-(id_6058).npz
1292,[Ag].[Ag][Ag].[C]#N.[Fe].n1ccc(cc1)c1ccc(cc1)c1ccncc1,4.98914,POHCOG_clean,voxels_50/POHCOG_clean-(id_14700).npz
1294,[Ag].[Ag][Ag].[Cr].[O-]C(=O)C(=O)[O-],4.09,WOPWOO_clean,voxels_50/WOPWOO_clean-(id_5602).npz
1295,[Ag].[Ag][Ag].[La].[N]C(C([S])(C)C)C(=O)[O-].[Ni],4.18271,WIDWOX_clean,voxels_50/WIDWOX_clean-(id_7962).npz
1299,[Ag].[CH]1C=NC(=C1)[C](C1=C[CH]C=N1)c1ccncc1.[Fe].n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=N[CH]C=C1)C1=CC=C[N]1,3.64,CEXHET_clean,voxels_50/CEXHET_clean-(id_11391).npz
1300,[Ag].[C]#N.[Fe].n1ccncc1,2.67421,AXAQAT_clean,voxels_50/AXAQAT_clean-(id_3336).npz
1301,[Ag].[C]#N.[Mn].n1ccc(cc1)c1ccncc1,3.15,DIMQOH_clean,voxels_50/DIMQOH_clean-(id_1088).npz
1302,[Ag].[C]1=N[N][C]=N1.[C]1N=N[C]=N1,7.69229,CUGZAH_clean,voxels_50/CUGZAH_clean-(id_7379).npz
1304,[Ag].[C]1=N[N][C]=N1.[C]1N=N[C]=N1.[N]1[C]=NN=[C]1,6.199498,CUGYUA_clean,voxels_50/CUGYUA_clean-(id_10170).npz
1309,[Ag].[C]1=N[N][C]=N1.[N]1[C]=NN=[C]1,7.80243,MAXHOJ01_clean,voxels_50/MAXHOJ01_clean-(id_438).npz
1310,[Ag].[C]1=Nc2c(N=[C]1)c1=N[C]=[C]N=c1c1=N[C]=[C]N=c21.[C]1=Nc2c(N=[C]1)c1=N[C]=[C]N=c1c1c2N=[C][C]=N1.[C]1=Nc2c(N=[C]1)c1N=[C][C]=Nc1c1c2N=[C][C]=N1.[C]1=[C]N=c2c(=N1)c1=N[C]=[C]N=c1c1=N[C]=[C]N=c21,4.74641,PUTYEI_clean,voxels_50/PUTYEI_clean-(id_6692).npz
1311,[Ag].[Co].[Fe].n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=NC=C[CH]1,4.0393,KESBUG_clean,voxels_50/KESBUG_clean-(id_14632).npz
1312,[Ag].[Co].[Fe].n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=N[CH]C=C1)C1=C[CH]C=N1,4.26017,KESBOA_clean,voxels_50/KESBOA_clean-(id_5015).npz
1313,[Ag].[Co].n1ccc(cc1)C(=C1C=CC=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=N[CH]C=C1)C1=CC=C[N]1,4.225,FIFMOX_clean,voxels_50/FIFMOX_clean-(id_15230).npz
1315,[Ag].[Co].n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=N[CH]C=C1)C1=CC=C[N]1,3.93,CEXSEE_charged,voxels_50/CEXSEE_charged-(id_4780).npz
1316,[Ag].[Cr].[O-]C(=O)C(=O)[O-],5.951505,BEKYOG_clean,voxels_50/BEKYOG_clean-(id_4756).npz
1318,[Ag].[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccncc1,17.5567,BIHBAX_clean,voxels_50/BIHBAX_clean-(id_9522).npz
1319,[Ag].[Cu].[O-]C(=O)C(CCSC)N,2.99907,LEYLUX_clean,voxels_50/LEYLUX_clean-(id_3197).npz
1320,[Ag].[Fe].[O-]C(=O)c1cnccn1,3.72,EWEWUZ_charged,voxels_50/EWEWUZ_charged-(id_2398).npz
1321,[Ag].[Fe].[S]C#N,5.18527,TAZYAV_clean,voxels_50/TAZYAV_clean-(id_9554).npz
1322,[Ag].[Fe].n1ccc(cc1)C(=C1C=CC=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=N[CH]C=C1)C1=CC=C[N]1,3.97,FIFMUD_clean,voxels_50/FIFMUD_clean-(id_14216).npz
1323,[Ag].[In][O]([In])[In].[O-]C(=O)c1cncc(c1)C(=O)[O-],4.1722,HAKVUN_clean,voxels_50/HAKVUN_clean-(id_14305).npz
1324,[Ag].[La].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1,3.15,RUBHOM_clean,voxels_50/RUBHOM_clean-(id_7924).npz
1325,[Ag].[Na]n1nnnc1c1ccncc1.n1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)C1=N[N]N=N1,3.13,VIGNOQ_clean,voxels_50/VIGNOQ_clean-(id_6904).npz
1326,[Ag].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1cccnc1.[O-]C(=O)c1ccncc1.[Y],3.03628,GOYYEA_clean,voxels_50/GOYYEA_clean-(id_9471).npz
1327,[Ag].[O-]C(=O)c1ccncc1.[OH2][Pr],2.71305,EHIHOU_clean,voxels_50/EHIHOU_clean-(id_10824).npz
1328,[Ag].[P][P].n1ccc(cc1)C=Cc1ccncc1,6.2087,AHUFIU_clean,voxels_50/AHUFIU_clean-(id_7988).npz
1329,[Ag].c1ccc(cc1)P(c1ccccc1)CCP(c1ccccc1)c1ccccc1.c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,2.52067,DAPVUM_clean,voxels_50/DAPVUM_clean-(id_10840).npz
1330,[Ag].c1ccc(cn1)C1=NN=N[N]1.c1ccc(cn1)C1=N[N]N=N1,6.59726,NOWGIR_clean,voxels_50/NOWGIR_clean-(id_13686).npz
1331,[Ag].n1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)C1=N[N]N=N1,4.57447,MATFIY_clean,voxels_50/MATFIY_clean-(id_15019).npz
1333,[Ag].n1cnn(c1)Cc1c(CN2[N]C=N[CH]2)c(Cn2ncnc2)c(c(c1Cn1ncnc1)Cn1ncnc1)Cn1ncnc1.n1cnn(c1)Cc1c(Cn2ncnc2)c(Cn2ncnc2)c(c(c1Cn1ncnc1)Cn1ncnc1)Cn1ncnc1,3.63709,SUWBET_clean,voxels_50/SUWBET_clean-(id_13260).npz
1334,[Ag]1[Ag][Ag]1.[CH]C(=[N])C1[C]C2[C]1[N][N][C]1[CH][C]C1C1[C]C([C]1[N][N][C]1C(C3[C]([N][N][C]4C2[C][CH]4)C([C]3)C(=[N])[CH])[C][CH]1)C(=[N])[CH].[C]#N.[Fe],2.7929,EMUYAM01_clean,voxels_50/EMUYAM01_clean-(id_5666).npz
1335,[Ag]1[Ag][Ag]1.[C]#N.[Fe],3.17,EMUYAM_clean,voxels_50/EMUYAM_clean-(id_430).npz
1336,[Ag]1[Ag][Ag][Ag]1.[C]#N.[Cd],2.987735,RONZUP_clean_h,voxels_50/RONZUP_clean_h-(id_8712).npz
1338,[Ag]1[Ag][Ag][Ag]1.[C]#N.[Fe],3.215,UKULOB01_clean,voxels_50/UKULOB01_clean-(id_247).npz
1340,[Ag]1[Ag][Ag][Ag]1.[C]#N.[Mn],3.83,SIVKAK_clean,voxels_50/SIVKAK_clean-(id_4400).npz
1341,[Ag]1[Ag][Ag][Ag]1.[C]#N.[Mn].[O-]C(=O)c1ccncc1,4.27875,PAKFEP_clean,voxels_50/PAKFEP_clean-(id_5296).npz
1342,[Ag][Ag].[C]#N.[Cu],2.69489,TIYZIK_clean,voxels_50/TIYZIK_clean-(id_1616).npz
1343,[Au].[Au][Au].[C]#N.[Fe].n1ccc(cc1)c1ccc(nn1)c1ccncc1,4.0805,AXIPEE03_clean,voxels_50/AXIPEE03_clean-(id_9537).npz
1344,[Au].[C]#N.[Fe],3.0055475,UKUMAO01_clean,voxels_50/UKUMAO01_clean-(id_13960).npz
1348,[Au].[C]#N.[Fe].n1ccc(cc1)C1=N[N]C(=N[N]1)c1ccncc1.n1ccc(cc1)c1nnc(nn1)c1ccncc1,5.12062,LOJLAZ_clean,voxels_50/LOJLAZ_clean-(id_463).npz
1350,[Au].[C]#N.[Fe].n1ccc(cc1)c1ccc(nn1)c1ccncc1,4.3641,AXIPEE01_clean,voxels_50/AXIPEE01_clean-(id_4998).npz
1351,[Au].[C]#N.[Fe].n1ncn(c1)C12CC3CC(C1)CC(C2)(C3)n1cnnc1,3.1,VEPDEB_charged,voxels_50/VEPDEB_charged-(id_2483).npz
1352,[Au].[C]#N.[Mn].[O-]C(=O)c1ccncc1,4.10738,PAKFAL_clean,voxels_50/PAKFAL_clean-(id_1669).npz
1353,[Au].[C]#N.[Ni],4.65211,EDECOG_clean,voxels_50/EDECOG_clean-(id_5448).npz
1354,[Au][Au].[C]#N.[Fe].n1ccc(cc1)c1ccc(nn1)c1ccncc1,3.99335,AXIPEE_clean,voxels_50/AXIPEE_clean-(id_4838).npz
1357,[Ba].[Ba]1[OH2][Ba][OH2]1.[Fe].[O-]C(=O)C(=O)[O-],2.5642,ZUBCEG_clean,voxels_50/ZUBCEG_clean-(id_6434).npz
1358,[Ba].[C]#N.[Fe],2.71579,PUVREF_clean,voxels_50/PUVREF_clean-(id_10259).npz
1359,[Ba].[Cd].[O-]C(=O)CC(=O)[O-],3.23,QAHMUJ_clean,voxels_50/QAHMUJ_clean-(id_14716).npz
1360,[Ba].[Cd].[O-]C(=O)c1ccc(s1)C(=O)[O-],5.97974,SABKIS_clean,voxels_50/SABKIS_clean-(id_15030).npz
1361,[Ba].[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],2.50032,LORKEK_clean,voxels_50/LORKEK_clean-(id_5352).npz
1362,[Ba].[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-].[O]N(=O)=O,5.3,FEZREJ_clean,voxels_50/FEZREJ_clean-(id_2947).npz
1363,[Ba].[Co].[O-]C(=O)CC(=O)[O-],3.19,WAVWEW_clean,voxels_50/WAVWEW_clean-(id_153).npz
1364,[Ba].[Co].[O-]C(=O)CN(CP(=O)([O])[O])CC(=O)[O-],2.769,GUHGOH_clean,voxels_50/GUHGOH_clean-(id_12454).npz
1365,[Ba].[Co].[O-]C(=O)[C]N([C]C(=O)[O-])[C]C(=O)[O-],3.39,SOXZIP_clean,voxels_50/SOXZIP_clean-(id_5840).npz
1366,[Ba].[Cu].[O-]C(=O)CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-],2.52,HEZSEK_clean,voxels_50/HEZSEK_clean-(id_2781).npz
1367,[Ba].[Cu].[O-]C(=O)c1ccc(s1)C(=O)[O-],5.32315,DUJRAD_clean,voxels_50/DUJRAD_clean-(id_13861).npz
1369,[Ba].[O-]C(=O)CC(=O)[O-].[Zn],3.22,MAZTIR_clean,voxels_50/MAZTIR_clean-(id_3757).npz
1370,[Ba].[O-]C(=O)c1c(cccc1C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],4.12202,FUHNED_clean,voxels_50/FUHNED_clean-(id_13548).npz
1371,[Ba]O[Ba]O[Ba].[Fe].[O-]C(=O)C(=O)[O-],4.28382,YOQLAT_clean,voxels_50/YOQLAT_clean-(id_1019).npz
1372,[CH2]C1[C]([C]1[N][N]N(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])[N][N][N]Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(O[N][N][N][C]2[C]3C2CON([N][N]3)c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],5.49919,YASVUM_clean,voxels_50/YASVUM_clean-(id_2076).npz
1373,[CH2]C[C]CC[C](C(=O)[O-])NCc1ccccc1[O].[Cu],4.39371,ULEGOH_clean,voxels_50/ULEGOH_clean-(id_11708).npz
1374,[CH2]OC1=CC(=CC(=[C]1)C(=O)[O-])C(=O)[O-].[CH2]OC1=[C]C(=CC(=C1)C(=O)[O-])C(=O)[O-].[O-]C(=O)C1=CC(=C[C]=C1)OCC12C3[CH]C([CH]3)[C]C3C1C2[CH]3.[O-]C(=O)C1=C[C]=CC(=C1)OCC12C3[CH]C([CH]3)[C]C3C1C2[CH]3.[O-]C(=O)c1cc(OC[C]2[CH]C3C([CH]2)[C]3)cc(c1)C(=O)[O-].[O]COc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],3.88518,XAKLIH_clean,voxels_50/XAKLIH_clean-(id_8559).npz
1375,[CH2]Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-],6.70231,BEXVIL_clean,voxels_50/BEXVIL_clean-(id_7121).npz
1376,[CH2]P(=O)(O)[O].[CH2]P(=O)([O])O.[O]P(=O)(CCCCCCP(=O)([O])[O])[O].[Zn],4.53537,VONDOT_clean,voxels_50/VONDOT_clean-(id_6446).npz
1377,[CH2][C](C(C(=O)[O-])N[CH]c1ccncc1)C.[Zn],4.02494,GASSEB_clean,voxels_50/GASSEB_clean-(id_6217).npz
1381,[CH]1C2[CH]C1C1(C3C4C2(C4C13)n1cnnc1)n1cnnc1.[Cu],7.9597,XANZAQ07_clean,voxels_50/XANZAQ07_clean-(id_13293).npz
1383,[CH]1C=CC2=NN=NC2=C1.[Cd].[N]1C=NN=C1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ccc2c(c1)N=N[N]2,2.46,DOQKAW_charged,voxels_50/DOQKAW_charged-(id_11899).npz
